id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2979579,nongzhanguan_aq,2018-04-30 02:00:00,33.0,82.0,29.0,1.3,57.0,15.0
2979580,wanliu_aq,2018-04-30 02:00:00,34.0,85.0,35.0,1.1,63.0,2.0
2979581,beibuxinqu_aq,2018-04-30 02:00:00,24.0,74.0,19.0,0.8,82.0,5.0
2979582,zhiwuyuan_aq,2018-04-30 02:00:00,,,,,,
2979583,fengtaihuayuan_aq,2018-04-30 02:00:00,67.0,76.0,24.0,1.1,75.0,13.0
2979584,yungang_aq,2018-04-30 02:00:00,23.0,68.0,17.0,0.9,89.0,10.0
2979585,gucheng_aq,2018-04-30 02:00:00,36.0,59.0,22.0,0.9,74.0,7.0
2979586,fangshan_aq,2018-04-30 02:00:00,30.0,77.0,18.0,0.9,91.0,9.0
2979587,daxing_aq,2018-04-30 02:00:00,44.0,82.0,21.0,0.7,74.0,14.0
2979588,yizhuang_aq,2018-04-30 02:00:00,31.0,81.0,20.0,1.4,72.0,16.0
2979589,tongzhou_aq,2018-04-30 02:00:00,31.0,96.0,19.0,1.2,67.0,14.0
2979590,shunyi_aq,2018-04-30 02:00:00,33.0,98.0,16.0,1.1,78.0,15.0
2979591,pingchang_aq,2018-04-30 02:00:00,43.0,83.0,18.0,0.5,77.0,5.0
2979592,mentougou_aq,2018-04-30 02:00:00,17.0,69.0,30.0,0.6,85.0,3.0
2979593,pinggu_aq,2018-04-30 02:00:00,18.0,66.0,7.0,0.4,88.0,4.0
2979594,huairou_aq,2018-04-30 02:00:00,25.0,66.0,12.0,0.8,72.0,7.0
2979595,miyun_aq,2018-04-30 02:00:00,21.0,71.0,15.0,0.4,78.0,8.0
2979596,yanqin_aq,2018-04-30 02:00:00,29.0,81.0,9.0,0.3,96.0,2.0
2979597,dingling_aq,2018-04-30 02:00:00,33.0,65.0,27.0,0.5,69.0,4.0
2979598,badaling_aq,2018-04-30 02:00:00,32.0,95.0,12.0,0.4,103.0,2.0
2979599,miyunshuiku_aq,2018-04-30 02:00:00,17.0,47.0,8.0,0.4,80.0,6.0
2979600,donggaocun_aq,2018-04-30 02:00:00,17.0,87.0,10.0,0.3,82.0,4.0
2979601,yongledian_aq,2018-04-30 02:00:00,41.0,79.0,23.0,1.5,83.0,19.0
2979602,yufa_aq,2018-04-30 02:00:00,34.0,,9.0,0.5,83.0,5.0
2979603,liulihe_aq,2018-04-30 02:00:00,28.0,90.0,14.0,0.6,90.0,2.0
2979604,qianmen_aq,2018-04-30 02:00:00,28.0,77.0,46.0,1.3,57.0,16.0
2979605,yongdingmennei_aq,2018-04-30 02:00:00,34.0,76.0,52.0,1.6,77.0,26.0
2979606,xizhimenbei_aq,2018-04-30 02:00:00,60.0,85.0,44.0,1.1,56.0,10.0
2979607,nansanhuan_aq,2018-04-30 02:00:00,25.0,102.0,53.0,1.2,45.0,16.0
2979608,dongsihuan_aq,2018-04-30 02:00:00,25.0,108.0,54.0,1.3,38.0,14.0
2979630,dongsi_aq,2018-04-30 03:00:00,38.0,53.0,21.0,1.1,81.0,11.0
2979631,tiantan_aq,2018-04-30 03:00:00,,78.0,20.0,1.0,77.0,10.0
2979632,guanyuan_aq,2018-04-30 03:00:00,40.0,82.0,24.0,1.0,84.0,11.0
2979633,wanshouxigong_aq,2018-04-30 03:00:00,30.0,74.0,20.0,1.1,79.0,9.0
2979634,aotizhongxin_aq,2018-04-30 03:00:00,41.0,78.0,27.0,1.2,73.0,11.0
2979635,nongzhanguan_aq,2018-04-30 03:00:00,37.0,49.0,23.0,1.2,74.0,15.0
2979636,wanliu_aq,2018-04-30 03:00:00,39.0,81.0,28.0,1.0,78.0,2.0
2979637,beibuxinqu_aq,2018-04-30 03:00:00,31.0,110.0,21.0,0.9,88.0,7.0
2979638,zhiwuyuan_aq,2018-04-30 03:00:00,,,,,,
2979639,fengtaihuayuan_aq,2018-04-30 03:00:00,42.0,74.0,20.0,1.0,87.0,10.0
2979640,yungang_aq,2018-04-30 03:00:00,17.0,68.0,14.0,0.8,102.0,7.0
2979641,gucheng_aq,2018-04-30 03:00:00,34.0,52.0,18.0,0.8,86.0,8.0
2979642,fangshan_aq,2018-04-30 03:00:00,22.0,79.0,16.0,0.7,101.0,7.0
2979643,daxing_aq,2018-04-30 03:00:00,45.0,72.0,18.0,0.5,84.0,10.0
2979644,yizhuang_aq,2018-04-30 03:00:00,27.0,63.0,15.0,1.0,87.0,16.0
2979645,tongzhou_aq,2018-04-30 03:00:00,36.0,101.0,17.0,1.2,84.0,15.0
2979646,shunyi_aq,2018-04-30 03:00:00,30.0,97.0,12.0,1.0,93.0,13.0
2979647,pingchang_aq,2018-04-30 03:00:00,28.0,89.0,21.0,0.8,79.0,8.0
2979648,mentougou_aq,2018-04-30 03:00:00,19.0,78.0,27.0,0.7,97.0,4.0
2979649,pinggu_aq,2018-04-30 03:00:00,17.0,75.0,8.0,0.3,100.0,4.0
2979650,huairou_aq,2018-04-30 03:00:00,22.0,92.0,7.0,0.8,86.0,7.0
2979651,miyun_aq,2018-04-30 03:00:00,27.0,86.0,23.0,0.5,78.0,8.0
2979652,yanqin_aq,2018-04-30 03:00:00,27.0,90.0,8.0,0.4,107.0,2.0
2979653,dingling_aq,2018-04-30 03:00:00,30.0,80.0,29.0,0.7,72.0,5.0
2979654,badaling_aq,2018-04-30 03:00:00,35.0,83.0,10.0,0.4,109.0,2.0
2979655,miyunshuiku_aq,2018-04-30 03:00:00,17.0,79.0,11.0,0.4,89.0,5.0
2979656,donggaocun_aq,2018-04-30 03:00:00,15.0,88.0,10.0,0.3,90.0,4.0
2979657,yongledian_aq,2018-04-30 03:00:00,40.0,,20.0,1.4,94.0,19.0
2979658,yufa_aq,2018-04-30 03:00:00,36.0,,10.0,0.6,87.0,6.0
2979659,liulihe_aq,2018-04-30 03:00:00,38.0,84.0,14.0,0.6,98.0,2.0
2979660,qianmen_aq,2018-04-30 03:00:00,31.0,63.0,41.0,1.1,71.0,14.0
2979661,yongdingmennei_aq,2018-04-30 03:00:00,32.0,65.0,37.0,1.3,96.0,21.0
2979662,xizhimenbei_aq,2018-04-30 03:00:00,64.0,77.0,41.0,1.1,64.0,13.0
2979663,nansanhuan_aq,2018-04-30 03:00:00,20.0,110.0,50.0,1.0,58.0,12.0
2979664,dongsihuan_aq,2018-04-30 03:00:00,29.0,110.0,48.0,1.2,58.0,15.0
2979686,dongsi_aq,2018-04-30 04:00:00,45.0,72.0,18.0,0.9,96.0,8.0
2979687,tiantan_aq,2018-04-30 04:00:00,,74.0,14.0,0.8,91.0,8.0
2979688,guanyuan_aq,2018-04-30 04:00:00,41.0,77.0,19.0,0.8,101.0,7.0
2979689,wanshouxigong_aq,2018-04-30 04:00:00,33.0,83.0,17.0,0.9,93.0,6.0
2979690,aotizhongxin_aq,2018-04-30 04:00:00,35.0,71.0,20.0,1.0,96.0,9.0
2979691,nongzhanguan_aq,2018-04-30 04:00:00,33.0,73.0,20.0,1.0,87.0,12.0
2979692,wanliu_aq,2018-04-30 04:00:00,32.0,74.0,20.0,0.7,100.0,2.0
2979693,beibuxinqu_aq,2018-04-30 04:00:00,30.0,137.0,18.0,0.9,101.0,6.0
2979694,zhiwuyuan_aq,2018-04-30 04:00:00,,,,,,
2979695,fengtaihuayuan_aq,2018-04-30 04:00:00,60.0,73.0,16.0,0.8,102.0,6.0
2979696,yungang_aq,2018-04-30 04:00:00,31.0,75.0,15.0,0.8,104.0,4.0
2979697,gucheng_aq,2018-04-30 04:00:00,38.0,62.0,17.0,0.7,96.0,6.0
2979698,fangshan_aq,2018-04-30 04:00:00,32.0,77.0,16.0,0.7,107.0,5.0
2979699,daxing_aq,2018-04-30 04:00:00,44.0,78.0,18.0,0.5,93.0,8.0
2979700,yizhuang_aq,2018-04-30 04:00:00,37.0,61.0,14.0,0.9,95.0,12.0
2979701,tongzhou_aq,2018-04-30 04:00:00,33.0,91.0,14.0,1.0,102.0,14.0
2979702,shunyi_aq,2018-04-30 04:00:00,33.0,100.0,12.0,1.1,105.0,12.0
2979703,pingchang_aq,2018-04-30 04:00:00,47.0,91.0,22.0,0.9,89.0,9.0
2979704,mentougou_aq,2018-04-30 04:00:00,26.0,84.0,25.0,0.7,108.0,2.0
2979705,pinggu_aq,2018-04-30 04:00:00,18.0,89.0,8.0,0.3,109.0,4.0
2979706,huairou_aq,2018-04-30 04:00:00,29.0,63.0,3.0,0.7,104.0,6.0
2979707,miyun_aq,2018-04-30 04:00:00,31.0,98.0,16.0,0.5,98.0,6.0
2979708,yanqin_aq,2018-04-30 04:00:00,39.0,95.0,9.0,0.4,111.0,2.0
2979709,dingling_aq,2018-04-30 04:00:00,36.0,81.0,30.0,0.9,80.0,8.0
2979710,badaling_aq,2018-04-30 04:00:00,35.0,102.0,13.0,0.6,112.0,3.0
2979711,miyunshuiku_aq,2018-04-30 04:00:00,27.0,96.0,13.0,0.5,99.0,6.0
2979712,donggaocun_aq,2018-04-30 04:00:00,21.0,94.0,12.0,0.4,97.0,6.0
2979713,yongledian_aq,2018-04-30 04:00:00,31.0,65.0,20.0,1.3,102.0,16.0
2979714,yufa_aq,2018-04-30 04:00:00,28.0,55.0,9.0,0.6,95.0,7.0
2979715,liulihe_aq,2018-04-30 04:00:00,28.0,48.0,9.0,0.4,110.0,2.0
2979716,qianmen_aq,2018-04-30 04:00:00,35.0,80.0,35.0,0.8,86.0,11.0
2979717,yongdingmennei_aq,2018-04-30 04:00:00,30.0,77.0,36.0,1.0,108.0,18.0
2979718,xizhimenbei_aq,2018-04-30 04:00:00,56.0,70.0,34.0,0.9,78.0,13.0
2979719,nansanhuan_aq,2018-04-30 04:00:00,23.0,126.0,41.0,0.8,74.0,8.0
2979720,dongsihuan_aq,2018-04-30 04:00:00,,,,,,
2979742,dongsi_aq,2018-04-30 05:00:00,37.0,71.0,15.0,0.7,108.0,6.0
2979743,tiantan_aq,2018-04-30 05:00:00,,65.0,12.0,0.8,101.0,7.0
2979744,guanyuan_aq,2018-04-30 05:00:00,50.0,88.0,18.0,0.7,106.0,4.0
2979745,wanshouxigong_aq,2018-04-30 05:00:00,36.0,78.0,16.0,0.9,101.0,5.0
2979746,aotizhongxin_aq,2018-04-30 05:00:00,39.0,79.0,18.0,0.8,107.0,7.0
2979747,nongzhanguan_aq,2018-04-30 05:00:00,29.0,74.0,17.0,0.8,96.0,9.0
2979748,wanliu_aq,2018-04-30 05:00:00,48.0,95.0,23.0,0.7,102.0,2.0
2979749,beibuxinqu_aq,2018-04-30 05:00:00,39.0,137.0,17.0,0.8,109.0,4.0
2979750,zhiwuyuan_aq,2018-04-30 05:00:00,,,,,,
2979751,fengtaihuayuan_aq,2018-04-30 05:00:00,50.0,89.0,20.0,0.9,101.0,5.0
2979752,yungang_aq,2018-04-30 05:00:00,36.0,70.0,14.0,0.7,114.0,4.0
2979753,gucheng_aq,2018-04-30 05:00:00,52.0,76.0,18.0,0.8,100.0,4.0
2979754,fangshan_aq,2018-04-30 05:00:00,32.0,62.0,14.0,0.7,123.0,6.0
2979755,daxing_aq,2018-04-30 05:00:00,44.0,54.0,14.0,0.4,108.0,8.0
2979756,yizhuang_aq,2018-04-30 05:00:00,28.0,45.0,11.0,0.8,108.0,11.0
2979757,tongzhou_aq,2018-04-30 05:00:00,33.0,83.0,11.0,0.8,107.0,12.0
2979758,shunyi_aq,2018-04-30 05:00:00,38.0,90.0,13.0,1.1,126.0,11.0
2979759,pingchang_aq,2018-04-30 05:00:00,45.0,83.0,18.0,0.8,109.0,6.0
2979760,mentougou_aq,2018-04-30 05:00:00,32.0,81.0,25.0,0.7,112.0,2.0
2979761,pinggu_aq,2018-04-30 05:00:00,18.0,127.0,12.0,0.6,120.0,7.0
2979762,huairou_aq,2018-04-30 05:00:00,29.0,96.0,4.0,0.8,115.0,6.0
2979763,miyun_aq,2018-04-30 05:00:00,26.0,88.0,11.0,0.4,116.0,4.0
2979764,yanqin_aq,2018-04-30 05:00:00,44.0,119.0,10.0,0.6,118.0,2.0
2979765,dingling_aq,2018-04-30 05:00:00,42.0,97.0,32.0,1.0,92.0,7.0
2979766,badaling_aq,2018-04-30 05:00:00,45.0,123.0,14.0,0.7,120.0,4.0
2979767,miyunshuiku_aq,2018-04-30 05:00:00,29.0,81.0,9.0,0.4,118.0,3.0
2979768,donggaocun_aq,2018-04-30 05:00:00,28.0,105.0,15.0,0.6,103.0,9.0
2979769,yongledian_aq,2018-04-30 05:00:00,35.0,56.0,20.0,1.3,111.0,16.0
2979770,yufa_aq,2018-04-30 05:00:00,31.0,34.0,8.0,0.5,110.0,4.0
2979771,liulihe_aq,2018-04-30 05:00:00,28.0,61.0,10.0,0.4,116.0,2.0
2979772,qianmen_aq,2018-04-30 05:00:00,35.0,61.0,29.0,0.8,100.0,9.0
2979773,yongdingmennei_aq,2018-04-30 05:00:00,33.0,51.0,31.0,0.9,121.0,16.0
2979774,xizhimenbei_aq,2018-04-30 05:00:00,64.0,90.0,37.0,0.7,83.0,8.0
2979775,nansanhuan_aq,2018-04-30 05:00:00,25.0,95.0,44.0,0.8,82.0,7.0
2979776,dongsihuan_aq,2018-04-30 05:00:00,32.0,103.0,44.0,0.8,80.0,10.0
2979798,dongsi_aq,2018-04-30 06:00:00,37.0,47.0,13.0,0.7,120.0,5.0
2979799,tiantan_aq,2018-04-30 06:00:00,,62.0,11.0,0.7,111.0,6.0
2979800,guanyuan_aq,2018-04-30 06:00:00,39.0,55.0,16.0,0.7,125.0,5.0
2979801,wanshouxigong_aq,2018-04-30 06:00:00,27.0,54.0,14.0,0.8,115.0,4.0
2979802,aotizhongxin_aq,2018-04-30 06:00:00,37.0,59.0,16.0,0.7,122.0,6.0
2979803,nongzhanguan_aq,2018-04-30 06:00:00,26.0,43.0,16.0,0.8,106.0,9.0
2979804,wanliu_aq,2018-04-30 06:00:00,39.0,95.0,24.0,0.7,110.0,
2979805,beibuxinqu_aq,2018-04-30 06:00:00,45.0,182.0,17.0,0.9,114.0,3.0
2979806,zhiwuyuan_aq,2018-04-30 06:00:00,,,,,,
2979807,fengtaihuayuan_aq,2018-04-30 06:00:00,29.0,59.0,15.0,0.7,126.0,6.0
2979808,yungang_aq,2018-04-30 06:00:00,21.0,62.0,13.0,0.7,137.0,6.0
2979809,gucheng_aq,2018-04-30 06:00:00,49.0,66.0,16.0,0.8,115.0,4.0
2979810,fangshan_aq,2018-04-30 06:00:00,25.0,78.0,14.0,0.7,136.0,6.0
2979811,daxing_aq,2018-04-30 06:00:00,37.0,63.0,14.0,0.2,120.0,6.0
2979812,yizhuang_aq,2018-04-30 06:00:00,27.0,50.0,12.0,0.8,116.0,10.0
2979813,tongzhou_aq,2018-04-30 06:00:00,35.0,82.0,13.0,1.0,107.0,13.0
2979814,shunyi_aq,2018-04-30 06:00:00,49.0,99.0,16.0,1.2,136.0,12.0
2979815,pingchang_aq,2018-04-30 06:00:00,42.0,95.0,15.0,0.7,118.0,3.0
2979816,mentougou_aq,2018-04-30 06:00:00,35.0,82.0,26.0,0.7,122.0,2.0
2979817,pinggu_aq,2018-04-30 06:00:00,58.0,93.0,16.0,0.7,122.0,11.0
2979818,huairou_aq,2018-04-30 06:00:00,33.0,125.0,10.0,0.9,127.0,5.0
2979819,miyun_aq,2018-04-30 06:00:00,35.0,112.0,17.0,0.7,126.0,7.0
2979820,yanqin_aq,2018-04-30 06:00:00,47.0,99.0,10.0,0.6,128.0,2.0
2979821,dingling_aq,2018-04-30 06:00:00,43.0,82.0,27.0,0.8,105.0,5.0
2979822,badaling_aq,2018-04-30 06:00:00,46.0,113.0,13.0,0.7,131.0,3.0
2979823,miyunshuiku_aq,2018-04-30 06:00:00,30.0,113.0,8.0,0.5,131.0,4.0
2979824,donggaocun_aq,2018-04-30 06:00:00,32.0,91.0,16.0,0.5,111.0,12.0
2979825,yongledian_aq,2018-04-30 06:00:00,32.0,56.0,21.0,1.3,120.0,18.0
2979826,yufa_aq,2018-04-30 06:00:00,39.0,54.0,10.0,0.5,127.0,3.0
2979827,liulihe_aq,2018-04-30 06:00:00,30.0,71.0,10.0,0.4,127.0,2.0
2979828,qianmen_aq,2018-04-30 06:00:00,23.0,49.0,32.0,0.7,108.0,8.0
2979829,yongdingmennei_aq,2018-04-30 06:00:00,33.0,44.0,28.0,0.8,137.0,14.0
2979830,xizhimenbei_aq,2018-04-30 06:00:00,66.0,70.0,41.0,0.7,92.0,9.0
2979831,nansanhuan_aq,2018-04-30 06:00:00,17.0,85.0,45.0,0.7,90.0,6.0
2979832,dongsihuan_aq,2018-04-30 06:00:00,25.0,88.0,38.0,0.8,89.0,9.0
2979854,dongsi_aq,2018-04-30 07:00:00,28.0,58.0,15.0,0.7,126.0,5.0
2979855,tiantan_aq,2018-04-30 07:00:00,,49.0,11.0,0.7,117.0,5.0
2979856,guanyuan_aq,2018-04-30 07:00:00,36.0,48.0,16.0,0.6,135.0,3.0
2979857,wanshouxigong_aq,2018-04-30 07:00:00,26.0,66.0,15.0,0.7,123.0,3.0
2979858,aotizhongxin_aq,2018-04-30 07:00:00,29.0,49.0,16.0,0.7,128.0,6.0
2979859,nongzhanguan_aq,2018-04-30 07:00:00,33.0,74.0,16.0,0.8,112.0,9.0
2979860,wanliu_aq,2018-04-30 07:00:00,29.0,70.0,21.0,0.5,129.0,
2979861,beibuxinqu_aq,2018-04-30 07:00:00,46.0,163.0,17.0,0.9,130.0,3.0
2979862,zhiwuyuan_aq,2018-04-30 07:00:00,,,,,,
2979863,fengtaihuayuan_aq,2018-04-30 07:00:00,26.0,60.0,14.0,0.6,137.0,4.0
2979864,yungang_aq,2018-04-30 07:00:00,21.0,65.0,13.0,0.7,146.0,5.0
2979865,gucheng_aq,2018-04-30 07:00:00,41.0,48.0,16.0,0.7,128.0,5.0
2979866,fangshan_aq,2018-04-30 07:00:00,25.0,82.0,18.0,0.6,139.0,5.0
2979867,daxing_aq,2018-04-30 07:00:00,22.0,63.0,14.0,0.2,133.0,5.0
2979868,yizhuang_aq,2018-04-30 07:00:00,27.0,45.0,12.0,0.8,127.0,9.0
2979869,tongzhou_aq,2018-04-30 07:00:00,38.0,78.0,16.0,1.1,112.0,14.0
2979870,shunyi_aq,2018-04-30 07:00:00,45.0,93.0,18.0,1.2,134.0,13.0
2979871,pingchang_aq,2018-04-30 07:00:00,47.0,106.0,16.0,0.7,121.0,3.0
2979872,mentougou_aq,2018-04-30 07:00:00,31.0,74.0,24.0,0.7,141.0,2.0
2979873,pinggu_aq,2018-04-30 07:00:00,38.0,79.0,15.0,0.7,133.0,10.0
2979874,huairou_aq,2018-04-30 07:00:00,35.0,120.0,12.0,1.0,133.0,6.0
2979875,miyun_aq,2018-04-30 07:00:00,48.0,110.0,23.0,0.9,127.0,7.0
2979876,yanqin_aq,2018-04-30 07:00:00,53.0,102.0,12.0,0.6,130.0,2.0
2979877,dingling_aq,2018-04-30 07:00:00,43.0,101.0,28.0,0.8,108.0,2.0
2979878,badaling_aq,2018-04-30 07:00:00,48.0,122.0,15.0,0.7,133.0,2.0
2979879,miyunshuiku_aq,2018-04-30 07:00:00,38.0,123.0,10.0,0.7,140.0,6.0
2979880,donggaocun_aq,2018-04-30 07:00:00,29.0,77.0,17.0,0.8,116.0,11.0
2979881,yongledian_aq,2018-04-30 07:00:00,24.0,39.0,16.0,0.8,131.0,8.0
2979882,yufa_aq,2018-04-30 07:00:00,,,,,,
2979883,liulihe_aq,2018-04-30 07:00:00,30.0,61.0,11.0,0.4,135.0,2.0
2979884,qianmen_aq,2018-04-30 07:00:00,34.0,64.0,28.0,0.6,118.0,7.0
2979885,yongdingmennei_aq,2018-04-30 07:00:00,24.0,57.0,38.0,0.7,144.0,12.0
2979886,xizhimenbei_aq,2018-04-30 07:00:00,50.0,55.0,33.0,0.6,112.0,7.0
2979887,nansanhuan_aq,2018-04-30 07:00:00,19.0,87.0,42.0,0.6,103.0,5.0
2979888,dongsihuan_aq,2018-04-30 07:00:00,28.0,102.0,46.0,0.9,89.0,9.0
2979910,dongsi_aq,2018-04-30 08:00:00,31.0,67.0,16.0,0.6,132.0,4.0
2979911,tiantan_aq,2018-04-30 08:00:00,30.0,54.0,13.0,0.7,122.0,4.0
