id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2981166,GN3,2018-05-01 07:00:00,12.7,15.9,54.6,,,
2981167,GR9,2018-05-01 07:00:00,8.2,12.9,33.6,,,
2981168,LW2,2018-05-01 07:00:00,17.0,20.3,83.7,,,
2981169,GN0,2018-05-01 07:00:00,13.6,14.4,45.0,,,
2981170,KF1,2018-05-01 07:00:00,,,,,,
2981171,CD9,2018-05-01 07:00:00,,,111.5,,,
2981172,CT3,2018-05-01 07:00:00,,22.2,,,,
2981173,CT2,2018-05-01 07:00:00,,,,,,
2981174,BX9,2018-05-01 07:00:00,10.8,,,,,
2981175,BX1,2018-05-01 07:00:00,,11.7,34.5,,,
2981176,TH4,2018-05-01 07:00:00,16.3,30.0,,,,
2981177,ST5,2018-05-01 07:00:00,8.0,41.0,45.5,,,
2981178,RB7,2018-05-01 07:00:00,15.0,13.4,58.1,,,
2981179,TD5,2018-05-01 07:00:00,,,,,,
2981217,CD1,2018-05-01 08:00:00,13.6,25.1,59.4,,,
2981218,BL0,2018-05-01 08:00:00,,,,,,
2981219,GR4,2018-05-01 08:00:00,4.4,14.4,22.6,,,
2981220,MY7,2018-05-01 08:00:00,19.3,40.7,,,,
2981221,HV1,2018-05-01 08:00:00,7.7,18.0,51.2,,,
2981222,GN3,2018-05-01 08:00:00,10.8,19.0,49.1,,,
2981223,GR9,2018-05-01 08:00:00,8.0,13.1,39.8,,,
2981224,LW2,2018-05-01 08:00:00,14.2,14.2,65.1,,,
2981225,GN0,2018-05-01 08:00:00,8.7,13.4,34.9,,,
2981226,KF1,2018-05-01 08:00:00,,,,,,
2981227,CD9,2018-05-01 08:00:00,,,195.8,,,
2981228,CT3,2018-05-01 08:00:00,,,,,,
2981229,CT2,2018-05-01 08:00:00,,,,,,
2981230,BX9,2018-05-01 08:00:00,8.3,,,,,
2981231,BX1,2018-05-01 08:00:00,,10.7,25.1,,,
2981232,TH4,2018-05-01 08:00:00,16.9,36.0,,,,
2981233,ST5,2018-05-01 08:00:00,10.0,50.0,39.0,,,
2981234,RB7,2018-05-01 08:00:00,16.0,18.8,52.1,,,
2981235,TD5,2018-05-01 08:00:00,8.1,,,,,
2981273,CD1,2018-05-01 09:00:00,11.1,23.8,50.9,,,
2981274,BL0,2018-05-01 09:00:00,6.0,10.7,27.2,,,
2981275,GR4,2018-05-01 09:00:00,8.1,9.8,12.4,,,
2981276,MY7,2018-05-01 09:00:00,13.4,23.5,,,,
2981277,HV1,2018-05-01 09:00:00,9.2,15.1,34.3,,,
2981278,GN3,2018-05-01 09:00:00,6.1,12.6,28.9,,,
2981279,GR9,2018-05-01 09:00:00,4.9,14.8,21.5,,,
2981280,LW2,2018-05-01 09:00:00,7.9,12.1,39.9,,,
2981281,GN0,2018-05-01 09:00:00,0.0,18.2,,,,
2981282,KF1,2018-05-01 09:00:00,4.2,7.9,,,,
2981283,CD9,2018-05-01 09:00:00,,,129.4,,,
2981284,CT3,2018-05-01 09:00:00,,,,,,
2981285,CT2,2018-05-01 09:00:00,,,,,,
2981286,BX9,2018-05-01 09:00:00,4.7,,,,,
2981287,BX1,2018-05-01 09:00:00,,10.7,14.9,,,
2981288,TH4,2018-05-01 09:00:00,9.4,22.3,,,,
2981289,ST5,2018-05-01 09:00:00,14.0,43.0,27.1,,,
2981290,RB7,2018-05-01 09:00:00,13.0,9.2,38.7,,,
2981291,TD5,2018-05-01 09:00:00,3.6,,,,,
2981329,CD1,2018-05-01 10:00:00,9.7,19.3,44.1,,,
2981330,BL0,2018-05-01 10:00:00,6.5,12.1,22.2,,,
2981331,GR4,2018-05-01 10:00:00,5.7,7.8,6.5,,,
2981332,MY7,2018-05-01 10:00:00,14.0,23.9,,,,
2981333,HV1,2018-05-01 10:00:00,7.4,14.8,27.6,,,
2981334,GN3,2018-05-01 10:00:00,4.9,10.3,20.2,,,
2981335,GR9,2018-05-01 10:00:00,5.5,12.1,22.8,,,
2981336,LW2,2018-05-01 10:00:00,8.5,13.2,42.7,,,
2981337,GN0,2018-05-01 10:00:00,,6.2,18.1,,,
2981338,KF1,2018-05-01 10:00:00,,,,,,
2981339,CD9,2018-05-01 10:00:00,,,118.6,,,
2981340,CT3,2018-05-01 10:00:00,,,,,,
2981341,CT2,2018-05-01 10:00:00,,,,,,
2981342,BX9,2018-05-01 10:00:00,5.1,,,,,
2981343,BX1,2018-05-01 10:00:00,,9.4,11.7,,,
2981344,TH4,2018-05-01 10:00:00,10.0,22.7,,,,
2981345,ST5,2018-05-01 10:00:00,,50.0,36.7,,,
2981346,RB7,2018-05-01 10:00:00,11.0,12.4,19.6,,,
2981347,TD5,2018-05-01 10:00:00,,,,,,
2981385,CD1,2018-05-01 11:00:00,10.4,26.7,38.8,,,
2981386,BL0,2018-05-01 11:00:00,,12.6,24.3,,,
2981387,GR4,2018-05-01 11:00:00,6.7,6.0,6.0,,,
2981388,MY7,2018-05-01 11:00:00,14.9,21.9,,,,
2981389,HV1,2018-05-01 11:00:00,3.8,11.7,25.9,,,
2981390,GN3,2018-05-01 11:00:00,5.7,9.7,22.5,,,
2981391,GR9,2018-05-01 11:00:00,6.0,12.7,17.1,,,
2981392,LW2,2018-05-01 11:00:00,12.3,12.2,42.7,,,
2981393,GN0,2018-05-01 11:00:00,,9.7,20.1,,,
2981394,KF1,2018-05-01 11:00:00,,,,,,
2981395,CD9,2018-05-01 11:00:00,,,95.2,,,
2981396,CT3,2018-05-01 11:00:00,,,,,,
2981397,CT2,2018-05-01 11:00:00,,,,,,
2981398,BX9,2018-05-01 11:00:00,5.5,,,,,
2981399,BX1,2018-05-01 11:00:00,,6.6,9.7,,,
2981400,TH4,2018-05-01 11:00:00,8.8,26.4,,,,
2981401,ST5,2018-05-01 11:00:00,7.0,29.0,27.0,,,
2981402,RB7,2018-05-01 11:00:00,11.0,14.6,20.9,,,
2981403,TD5,2018-05-01 11:00:00,7.2,,,,,
2981405,CD1,2018-05-01 12:00:00,10.8,13.3,40.3,,,
2981406,BL0,2018-05-01 12:00:00,4.6,12.6,24.7,,,
2981407,GR4,2018-05-01 12:00:00,7.2,10.0,5.8,,,
2981408,MY7,2018-05-01 12:00:00,15.2,26.8,,,,
2981409,HV1,2018-05-01 12:00:00,5.8,12.8,28.7,,,
2981410,GN3,2018-05-01 12:00:00,5.9,8.5,25.4,,,
2981411,GR9,2018-05-01 12:00:00,6.2,11.4,15.6,,,
2981412,LW2,2018-05-01 12:00:00,10.7,14.8,55.4,,,
2981413,GN0,2018-05-01 12:00:00,,16.1,18.8,,,
2981414,KF1,2018-05-01 12:00:00,,,,,,
2981415,CD9,2018-05-01 12:00:00,,,119.1,,,
2981416,CT3,2018-05-01 12:00:00,,,,,,
2981417,CT2,2018-05-01 12:00:00,,,,,,
2981418,BX9,2018-05-01 12:00:00,9.3,,,,,
2981419,BX1,2018-05-01 12:00:00,,9.4,8.5,,,
2981420,TH4,2018-05-01 12:00:00,10.8,28.0,,,,
2981421,ST5,2018-05-01 12:00:00,8.0,35.0,28.2,,,
2981422,RB7,2018-05-01 12:00:00,12.0,10.2,17.7,,,
2981423,TD5,2018-05-01 12:00:00,,,,,,
2981461,CD1,2018-05-01 13:00:00,11.8,14.1,41.6,,,
2981462,BL0,2018-05-01 13:00:00,4.6,11.9,24.5,,,
2981463,GR4,2018-05-01 13:00:00,7.6,10.8,6.0,,,
2981464,MY7,2018-05-01 13:00:00,16.1,30.4,,,,
2981465,HV1,2018-05-01 13:00:00,10.0,16.0,24.3,,,
2981466,GN3,2018-05-01 13:00:00,5.4,13.1,20.2,,,
2981467,GR9,2018-05-01 13:00:00,4.6,11.7,25.5,,,
2981468,LW2,2018-05-01 13:00:00,7.7,17.1,35.7,,,
2981469,GN0,2018-05-01 13:00:00,,8.6,16.5,,,
2981470,KF1,2018-05-01 13:00:00,,,,,,
2981471,CD9,2018-05-01 13:00:00,,,132.5,,,
2981472,CT3,2018-05-01 13:00:00,,,,,,
2981473,CT2,2018-05-01 13:00:00,,,,,,
2981474,BX9,2018-05-01 13:00:00,,,,,,
2981475,BX1,2018-05-01 13:00:00,,16.1,10.8,,,
2981476,TH4,2018-05-01 13:00:00,12.3,25.5,,,,
2981477,ST5,2018-05-01 13:00:00,7.0,38.0,34.9,,,
2981478,RB7,2018-05-01 13:00:00,14.0,7.0,31.8,,,
2981479,TD5,2018-05-01 13:00:00,4.8,,,,,
2981517,CD1,2018-05-01 14:00:00,10.4,12.6,42.4,,,
2981518,BL0,2018-05-01 14:00:00,3.3,9.9,17.4,,,
2981519,GR4,2018-05-01 14:00:00,5.4,9.5,8.3,,,
2981520,MY7,2018-05-01 14:00:00,9.1,33.6,,,,
2981521,HV1,2018-05-01 14:00:00,6.4,15.4,27.4,,,
2981522,GN3,2018-05-01 14:00:00,6.4,9.5,21.8,,,
2981523,GR9,2018-05-01 14:00:00,5.5,11.4,23.8,,,
2981524,LW2,2018-05-01 14:00:00,9.2,15.9,28.2,,,
2981525,GN0,2018-05-01 14:00:00,,14.3,17.8,,,
2981526,KF1,2018-05-01 14:00:00,,,,,,
2981527,CD9,2018-05-01 14:00:00,,,190.4,,,
2981528,CT3,2018-05-01 14:00:00,,,,,,
2981529,CT2,2018-05-01 14:00:00,,,,,,
2981530,BX9,2018-05-01 14:00:00,4.7,,,,,
2981531,BX1,2018-05-01 14:00:00,,12.3,15.1,,,
2981532,TH4,2018-05-01 14:00:00,,,,,,
2981533,ST5,2018-05-01 14:00:00,7.0,40.0,34.0,,,
2981534,RB7,2018-05-01 14:00:00,13.0,12.8,21.7,,,
2981535,TD5,2018-05-01 14:00:00,,,,,,
2981573,CD1,2018-05-01 15:00:00,10.7,13.8,49.4,,,
2981574,BL0,2018-05-01 15:00:00,,,,,,
2981575,GR4,2018-05-01 15:00:00,2.9,11.5,8.1,,,
2981576,MY7,2018-05-01 15:00:00,11.2,25.3,,,,
2981577,HV1,2018-05-01 15:00:00,7.0,16.2,28.2,,,
2981578,GN3,2018-05-01 15:00:00,5.7,8.0,20.3,,,
2981579,GR9,2018-05-01 15:00:00,5.6,16.8,35.7,,,
2981580,LW2,2018-05-01 15:00:00,11.1,11.5,33.8,,,
2981581,GN0,2018-05-01 15:00:00,,11.1,20.7,,,
2981582,KF1,2018-05-01 15:00:00,,,,,,
2981583,CD9,2018-05-01 15:00:00,,,105.3,,,
2981584,CT3,2018-05-01 15:00:00,,,,,,
2981585,CT2,2018-05-01 15:00:00,,,,,,
2981586,BX9,2018-05-01 15:00:00,6.5,,,,,
2981587,BX1,2018-05-01 15:00:00,,12.7,13.2,,,
2981588,TH4,2018-05-01 15:00:00,9.8,18.1,,,,
2981589,ST5,2018-05-01 15:00:00,6.0,27.0,32.4,,,
2981590,RB7,2018-05-01 15:00:00,14.0,10.8,21.3,,,
2981591,TD5,2018-05-01 15:00:00,8.3,,,,,
2981593,CD1,2018-05-01 16:00:00,13.5,14.5,51.3,,,
2981594,BL0,2018-05-01 16:00:00,,14.0,22.8,,,
2981595,GR4,2018-05-01 16:00:00,5.9,10.7,7.0,,,
2981596,MY7,2018-05-01 16:00:00,15.8,26.4,,,,
2981597,HV1,2018-05-01 16:00:00,6.6,15.4,27.7,,,
2981598,GN3,2018-05-01 16:00:00,5.8,7.4,22.9,,,
2981599,GR9,2018-05-01 16:00:00,5.5,15.4,40.8,,,
2981600,LW2,2018-05-01 16:00:00,9.8,11.5,23.0,,,
2981601,GN0,2018-05-01 16:00:00,,8.4,21.9,,,
2981602,KF1,2018-05-01 16:00:00,,,,,,
2981603,CD9,2018-05-01 16:00:00,,,95.8,,,
2981604,CT3,2018-05-01 16:00:00,,,,,,
2981605,CT2,2018-05-01 16:00:00,,,,,,
2981606,BX9,2018-05-01 16:00:00,7.4,,,,,
2981607,BX1,2018-05-01 16:00:00,,11.5,15.0,,,
2981608,TH4,2018-05-01 16:00:00,9.1,16.8,,,,
2981609,ST5,2018-05-01 16:00:00,2.0,17.0,21.7,,,
2981610,RB7,2018-05-01 16:00:00,8.0,11.8,24.9,,,
2981611,TD5,2018-05-01 16:00:00,4.5,,,,,
2981684,CD1,2018-05-01 17:00:00,9.9,12.0,44.4,,,
2981685,BL0,2018-05-01 17:00:00,,,,,,
2981686,GR4,2018-05-01 17:00:00,,,,,,
2981687,MY7,2018-05-01 17:00:00,13.4,26.4,,,,
2981688,HV1,2018-05-01 17:00:00,11.2,17.7,24.2,,,
2981689,GN3,2018-05-01 17:00:00,5.7,9.8,21.2,,,
2981690,GR9,2018-05-01 17:00:00,7.2,14.5,29.0,,,
2981691,LW2,2018-05-01 17:00:00,11.8,10.3,24.0,,,
2981692,GN0,2018-05-01 17:00:00,,15.3,19.1,,,
2981693,KF1,2018-05-01 17:00:00,,,,,,
2981694,CD9,2018-05-01 17:00:00,,,117.9,,,
2981695,CT3,2018-05-01 17:00:00,,,,,,
2981696,CT2,2018-05-01 17:00:00,,,,,,
2981697,BX9,2018-05-01 17:00:00,7.3,,,,,
2981698,BX1,2018-05-01 17:00:00,,10.1,12.5,,,
2981699,TH4,2018-05-01 17:00:00,7.9,,,,,
2981700,ST5,2018-05-01 17:00:00,1.0,17.0,20.8,,,
2981701,RB7,2018-05-01 17:00:00,6.0,9.6,19.4,,,
2981702,TD5,2018-05-01 17:00:00,6.5,,,,,
2981740,CD1,2018-05-01 18:00:00,8.0,13.1,49.0,,,
2981741,BL0,2018-05-01 18:00:00,2.0,10.6,20.8,,,
2981742,GR4,2018-05-01 18:00:00,4.7,7.4,7.6,,,
2981743,MY7,2018-05-01 18:00:00,13.8,26.0,,,,
2981744,HV1,2018-05-01 18:00:00,6.3,11.7,22.8,,,
2981745,GN3,2018-05-01 18:00:00,5.4,9.7,25.0,,,
2981746,GR9,2018-05-01 18:00:00,4.3,8.5,31.5,,,
2981747,LW2,2018-05-01 18:00:00,11.1,17.4,28.7,,,
2981748,GN0,2018-05-01 18:00:00,,6.7,18.1,,,
2981749,KF1,2018-05-01 18:00:00,,,,,,
2981750,CD9,2018-05-01 18:00:00,,,107.4,,,
2981751,CT3,2018-05-01 18:00:00,,,,,,
2981752,CT2,2018-05-01 18:00:00,,,,,,
2981753,BX9,2018-05-01 18:00:00,5.5,,,,,
2981754,BX1,2018-05-01 18:00:00,,11.7,14.3,,,
2981755,TH4,2018-05-01 18:00:00,9.8,20.9,,,,
2981756,ST5,2018-05-01 18:00:00,,22.0,30.4,,,
2981757,RB7,2018-05-01 18:00:00,11.0,8.2,20.3,,,
2981758,TD5,2018-05-01 18:00:00,4.9,,,,,
2981796,CD1,2018-05-01 19:00:00,10.1,12.6,39.8,,,
2981797,BL0,2018-05-01 19:00:00,,14.8,21.0,,,
2981798,GR4,2018-05-01 19:00:00,4.9,6.3,7.8,,,
2981799,MY7,2018-05-01 19:00:00,11.8,20.5,,,,
2981800,HV1,2018-05-01 19:00:00,4.0,10.7,32.0,,,
2981801,GN3,2018-05-01 19:00:00,7.4,11.5,21.7,,,
2981802,GR9,2018-05-01 19:00:00,3.2,11.0,31.3,,,
2981803,LW2,2018-05-01 19:00:00,10.7,15.7,27.8,,,
2981804,GN0,2018-05-01 19:00:00,,8.5,20.6,,,
2981805,KF1,2018-05-01 19:00:00,,,,,,
2981806,CD9,2018-05-01 19:00:00,,,85.1,,,
2981807,CT3,2018-05-01 19:00:00,,,,,,
2981808,CT2,2018-05-01 19:00:00,,,,,,
2981809,BX9,2018-05-01 19:00:00,6.0,,,,,
2981810,BX1,2018-05-01 19:00:00,,,12.0,,,
2981811,TH4,2018-05-01 19:00:00,11.2,21.8,,,,
2981812,ST5,2018-05-01 19:00:00,7.0,,29.2,,,
2981813,RB7,2018-05-01 19:00:00,10.0,,24.1,,,
2981814,TD5,2018-05-01 19:00:00,5.4,,,,,
2981852,CD1,2018-05-01 20:00:00,8.2,12.7,44.6,,,
2981853,BL0,2018-05-01 20:00:00,,13.5,23.1,,,
2981854,GR4,2018-05-01 20:00:00,2.8,14.6,8.6,,,
2981855,MY7,2018-05-01 20:00:00,11.9,20.2,,,,
2981856,HV1,2018-05-01 20:00:00,6.5,11.6,32.0,,,
2981857,GN3,2018-05-01 20:00:00,7.1,10.8,22.8,,,
2981858,GR9,2018-05-01 20:00:00,4.8,11.2,26.0,,,
2981859,LW2,2018-05-01 20:00:00,8.3,12.5,30.6,,,
2981860,GN0,2018-05-01 20:00:00,,7.9,18.0,,,
2981861,KF1,2018-05-01 20:00:00,,,,,,
2981862,CD9,2018-05-01 20:00:00,,,89.7,,,
2981863,CT3,2018-05-01 20:00:00,,,,,,
2981864,CT2,2018-05-01 20:00:00,,,,,,
2981865,BX9,2018-05-01 20:00:00,6.1,,,,,
2981866,BX1,2018-05-01 20:00:00,,13.1,13.8,,,
2981867,TH4,2018-05-01 20:00:00,7.9,17.2,,,,
2981868,ST5,2018-05-01 20:00:00,6.0,13.0,26.2,,,
2981869,RB7,2018-05-01 20:00:00,12.0,9.8,24.7,,,
2981870,TD5,2018-05-01 20:00:00,6.0,,,,,
2981908,CD1,2018-05-01 21:00:00,9.2,12.7,54.0,,,
2981909,BL0,2018-05-01 21:00:00,,10.4,28.5,,,
2981910,GR4,2018-05-01 21:00:00,,,,,,
2981911,MY7,2018-05-01 21:00:00,12.7,22.0,,,,
2981912,HV1,2018-05-01 21:00:00,5.2,9.2,25.0,,,
2981913,GN3,2018-05-01 21:00:00,7.1,12.0,19.5,,,
2981914,GR9,2018-05-01 21:00:00,6.0,12.3,22.2,,,
2981915,LW2,2018-05-01 21:00:00,8.7,9.4,25.5,,,
2981916,GN0,2018-05-01 21:00:00,,7.0,16.3,,,
2981917,KF1,2018-05-01 21:00:00,,,,,,
2981918,CD9,2018-05-01 21:00:00,,,100.1,,,
2981919,CT3,2018-05-01 21:00:00,,,,,,
2981920,CT2,2018-05-01 21:00:00,,,,,,
2981921,BX9,2018-05-01 21:00:00,6.8,,,,,
2981922,BX1,2018-05-01 21:00:00,,10.0,11.8,,,
2981923,TH4,2018-05-01 21:00:00,9.1,17.4,,,,
2981924,ST5,2018-05-01 21:00:00,5.0,13.0,18.1,,,
2981925,RB7,2018-05-01 21:00:00,15.0,15.6,26.2,,,
2981926,TD5,2018-05-01 21:00:00,6.1,,,,,
2981964,CD1,2018-05-01 22:00:00,9.4,11.0,49.8,,,
2981965,BL0,2018-05-01 22:00:00,,,,,,
2981966,GR4,2018-05-01 22:00:00,1.0,12.5,5.2,,,
2981967,MY7,2018-05-01 22:00:00,11.2,20.9,,,,
