id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2980095,RB7,2018-04-30 11:00:00,9.0,17.0,16.6,,,
2980096,TD5,2018-04-30 11:00:00,7.7,,,,,
2980134,CD1,2018-04-30 12:00:00,12.8,19.1,64.3,,,
2980135,BL0,2018-04-30 12:00:00,,12.5,53.6,,,
2980136,GR4,2018-04-30 12:00:00,5.8,11.7,10.1,,,
2980137,MY7,2018-04-30 12:00:00,4.1,13.6,,,,
2980138,HV1,2018-04-30 12:00:00,8.3,13.8,10.1,,,
2980139,GN3,2018-04-30 12:00:00,7.0,12.6,18.4,,,
2980140,GR9,2018-04-30 12:00:00,,,,,,
2980141,LW2,2018-04-30 12:00:00,,,,,,
2980142,GN0,2018-04-30 12:00:00,16.3,8.6,52.5,,,
2980143,KF1,2018-04-30 12:00:00,,,,,,
2980144,CD9,2018-04-30 12:00:00,,,36.9,,,
2980145,CT3,2018-04-30 12:00:00,10.0,20.4,,,,
2980146,CT2,2018-04-30 12:00:00,,,,,,
2980147,BX9,2018-04-30 12:00:00,14.1,,,,,
2980148,BX1,2018-04-30 12:00:00,,13.4,17.1,,,
2980149,TH4,2018-04-30 12:00:00,11.4,25.6,,,,
2980150,ST5,2018-04-30 12:00:00,,15.0,24.7,,,
2980151,RB7,2018-04-30 12:00:00,12.0,18.6,16.3,,,
2980152,TD5,2018-04-30 12:00:00,5.0,,,,,
2980190,CD1,2018-04-30 13:00:00,13.7,22.5,63.3,,,
2980191,BL0,2018-04-30 13:00:00,,15.5,49.0,,,
2980192,GR4,2018-04-30 13:00:00,,,,,,
2980193,MY7,2018-04-30 13:00:00,7.4,15.8,,,,
2980194,HV1,2018-04-30 13:00:00,4.8,9.3,8.9,,,
2980195,GN3,2018-04-30 13:00:00,6.8,13.7,15.1,,,
2980196,GR9,2018-04-30 13:00:00,7.1,15.6,27.4,,,
2980197,LW2,2018-04-30 13:00:00,,,,,,
2980198,GN0,2018-04-30 13:00:00,-0.4,12.3,45.0,,,
2980199,KF1,2018-04-30 13:00:00,,,,,,
2980200,CD9,2018-04-30 13:00:00,,,35.7,,,
2980201,CT3,2018-04-30 13:00:00,10.0,16.4,,,,
2980202,CT2,2018-04-30 13:00:00,,,,,,
2980203,BX9,2018-04-30 13:00:00,6.8,,,,,
2980204,BX1,2018-04-30 13:00:00,,13.9,17.4,,,
2980205,TH4,2018-04-30 13:00:00,9.0,22.2,,,,
2980206,ST5,2018-04-30 13:00:00,2.0,18.0,21.9,,,
2980207,RB7,2018-04-30 13:00:00,12.0,20.8,52.5,,,
2980208,TD5,2018-04-30 13:00:00,6.0,,,,,
2980246,CD1,2018-04-30 14:00:00,11.1,18.5,74.6,,,
2980247,BL0,2018-04-30 14:00:00,,13.8,49.9,,,
2980248,GR4,2018-04-30 14:00:00,5.2,13.0,11.5,,,
2980249,MY7,2018-04-30 14:00:00,9.1,15.7,,,,
2980250,HV1,2018-04-30 14:00:00,6.3,10.4,13.8,,,
2980251,GN3,2018-04-30 14:00:00,4.3,14.0,22.2,,,
2980252,GR9,2018-04-30 14:00:00,3.8,13.1,30.0,,,
2980253,LW2,2018-04-30 14:00:00,,,,,,
2980254,GN0,2018-04-30 14:00:00,10.6,12.4,57.0,,,
2980255,KF1,2018-04-30 14:00:00,,,,,,
2980256,CD9,2018-04-30 14:00:00,,,34.4,,,
2980257,CT3,2018-04-30 14:00:00,10.0,18.2,,,,
2980258,CT2,2018-04-30 14:00:00,,,,,,
2980259,BX9,2018-04-30 14:00:00,5.9,,,,,
2980260,BX1,2018-04-30 14:00:00,,16.6,26.9,,,
2980261,TH4,2018-04-30 14:00:00,,0.0,,,,
2980262,ST5,2018-04-30 14:00:00,6.0,22.0,28.4,,,
2980263,RB7,2018-04-30 14:00:00,11.0,18.4,37.6,,,
2980264,TD5,2018-04-30 14:00:00,10.0,,,,,
2980302,CD1,2018-04-30 15:00:00,13.3,20.4,117.1,,,
2980303,BL0,2018-04-30 15:00:00,,,,,,
2980304,GR4,2018-04-30 15:00:00,,,,,,
2980305,MY7,2018-04-30 15:00:00,8.5,18.2,,,,
2980306,HV1,2018-04-30 15:00:00,4.4,9.8,10.0,,,
2980307,GN3,2018-04-30 15:00:00,6.1,14.6,21.1,,,
2980308,GR9,2018-04-30 15:00:00,4.1,14.6,31.2,,,
2980309,LW2,2018-04-30 15:00:00,8.3,15.5,35.7,,,
2980310,GN0,2018-04-30 15:00:00,13.9,14.4,43.2,,,
2980311,KF1,2018-04-30 15:00:00,,,,,,
2980312,CD9,2018-04-30 15:00:00,,,37.8,,,
2980313,CT3,2018-04-30 15:00:00,11.0,15.2,,,,
2980314,CT2,2018-04-30 15:00:00,,,,,,
2980315,BX9,2018-04-30 15:00:00,5.8,,,,,
2980316,BX1,2018-04-30 15:00:00,,15.4,26.5,,,
2980317,TH4,2018-04-30 15:00:00,0.0,0.0,,,,
2980318,ST5,2018-04-30 15:00:00,7.0,20.0,24.0,,,
2980319,RB7,2018-04-30 15:00:00,11.0,33.0,25.0,,,
2980320,TD5,2018-04-30 15:00:00,10.8,,,,,
2980322,CD1,2018-04-30 16:00:00,11.2,24.2,79.3,,,
2980323,BL0,2018-04-30 16:00:00,6.5,14.9,52.6,,,
2980324,GR4,2018-04-30 16:00:00,9.5,9.1,9.4,,,
2980325,MY7,2018-04-30 16:00:00,8.5,17.0,,,,
2980326,HV1,2018-04-30 16:00:00,6.6,12.7,8.9,,,
2980327,GN3,2018-04-30 16:00:00,6.6,13.8,16.2,,,
2980328,GR9,2018-04-30 16:00:00,3.0,10.2,25.9,,,
2980329,LW2,2018-04-30 16:00:00,14.9,16.7,37.6,,,
2980330,GN0,2018-04-30 16:00:00,7.8,14.1,56.6,,,
2980331,KF1,2018-04-30 16:00:00,,,,,,
2980332,CD9,2018-04-30 16:00:00,,,37.6,,,
2980333,CT3,2018-04-30 16:00:00,18.0,22.8,,,,
2980334,CT2,2018-04-30 16:00:00,,,,,,
2980335,BX9,2018-04-30 16:00:00,7.5,,,,,
2980336,BX1,2018-04-30 16:00:00,,12.9,21.8,,,
2980337,TH4,2018-04-30 16:00:00,0.0,0.0,,,,
2980338,ST5,2018-04-30 16:00:00,6.0,17.0,34.1,,,
2980339,RB7,2018-04-30 16:00:00,10.0,92.4,40.1,,,
2980340,TD5,2018-04-30 16:00:00,8.5,,,,,
2980413,CD1,2018-04-30 17:00:00,13.3,23.0,87.4,,,
2980414,BL0,2018-04-30 17:00:00,4.8,13.0,57.9,,,
2980415,GR4,2018-04-30 17:00:00,7.2,14.8,15.0,,,
2980416,MY7,2018-04-30 17:00:00,7.4,15.1,,,,
2980417,HV1,2018-04-30 17:00:00,1.3,8.7,15.1,,,
2980418,GN3,2018-04-30 17:00:00,9.9,17.4,42.3,,,
2980419,GR9,2018-04-30 17:00:00,6.6,14.6,34.8,,,
2980420,LW2,2018-04-30 17:00:00,14.8,21.6,40.9,,,
2980421,GN0,2018-04-30 17:00:00,9.1,15.7,58.8,,,
2980422,KF1,2018-04-30 17:00:00,,,,,,
2980423,CD9,2018-04-30 17:00:00,,,34.7,,,
2980424,CT3,2018-04-30 17:00:00,10.0,18.4,,,,
2980425,CT2,2018-04-30 17:00:00,,,,,,
2980426,BX9,2018-04-30 17:00:00,8.4,,,,,
2980427,BX1,2018-04-30 17:00:00,,16.7,19.7,,,
2980428,TH4,2018-04-30 17:00:00,10.5,16.3,,,,
2980429,ST5,2018-04-30 17:00:00,9.0,18.0,33.3,,,
2980430,RB7,2018-04-30 17:00:00,8.0,10.8,26.1,,,
2980431,TD5,2018-04-30 17:00:00,8.1,,,,,
2980433,CD1,2018-04-30 18:00:00,13.8,22.8,81.3,,,
2980434,BL0,2018-04-30 18:00:00,,15.0,46.5,,,
2980435,GR4,2018-04-30 18:00:00,5.9,10.4,16.4,,,
2980436,MY7,2018-04-30 18:00:00,6.6,15.2,,,,
2980437,HV1,2018-04-30 18:00:00,9.5,15.0,18.4,,,
2980438,GN3,2018-04-30 18:00:00,6.3,14.7,36.4,,,
2980439,GR9,2018-04-30 18:00:00,4.8,13.5,30.6,,,
2980440,LW2,2018-04-30 18:00:00,22.4,23.8,38.1,,,
2980441,GN0,2018-04-30 18:00:00,10.4,16.0,47.5,,,
2980442,KF1,2018-04-30 18:00:00,,,,,,
2980443,CD9,2018-04-30 18:00:00,,,33.2,,,
2980444,CT3,2018-04-30 18:00:00,8.0,19.4,,,,
2980445,CT2,2018-04-30 18:00:00,,,,,,
2980446,BX9,2018-04-30 18:00:00,9.7,,,,,
2980447,BX1,2018-04-30 18:00:00,,14.4,24.4,,,
2980448,TH4,2018-04-30 18:00:00,12.2,29.3,,,,
2980449,ST5,2018-04-30 18:00:00,6.0,25.0,31.5,,,
2980450,RB7,2018-04-30 18:00:00,10.0,14.6,20.2,,,
2980451,TD5,2018-04-30 18:00:00,,,,,,
2980489,CD1,2018-04-30 19:00:00,12.1,20.4,70.4,,,
2980490,BL0,2018-04-30 19:00:00,5.6,13.8,49.3,,,
2980491,GR4,2018-04-30 19:00:00,7.8,11.9,14.4,,,
2980492,MY7,2018-04-30 19:00:00,8.2,16.6,,,,
2980493,HV1,2018-04-30 19:00:00,8.0,14.3,12.8,,,
2980494,GN3,2018-04-30 19:00:00,8.8,14.5,40.7,,,
2980495,GR9,2018-04-30 19:00:00,7.3,12.8,28.8,,,
2980496,LW2,2018-04-30 19:00:00,50.1,55.1,45.6,,,
2980497,GN0,2018-04-30 19:00:00,11.5,15.5,44.6,,,
2980498,KF1,2018-04-30 19:00:00,,,,,,
2980499,CD9,2018-04-30 19:00:00,,,36.2,,,
2980500,CT3,2018-04-30 19:00:00,9.0,21.4,,,,
2980501,CT2,2018-04-30 19:00:00,,,,,,
2980502,BX9,2018-04-30 19:00:00,7.3,,,,,
2980503,BX1,2018-04-30 19:00:00,,15.0,17.9,,,
2980504,TH4,2018-04-30 19:00:00,11.3,28.3,,,,
2980505,ST5,2018-04-30 19:00:00,6.0,29.0,35.7,,,
2980506,RB7,2018-04-30 19:00:00,10.0,14.8,20.0,,,
2980507,TD5,2018-04-30 19:00:00,9.3,,,,,
2980545,CD1,2018-04-30 20:00:00,10.5,18.1,62.7,,,
2980546,BL0,2018-04-30 20:00:00,,13.4,48.6,,,
2980547,GR4,2018-04-30 20:00:00,4.5,20.0,18.8,,,
2980548,MY7,2018-04-30 20:00:00,9.4,20.3,,,,
2980549,HV1,2018-04-30 20:00:00,12.1,19.7,39.2,,,
2980550,GN3,2018-04-30 20:00:00,10.6,18.5,65.7,,,
2980551,GR9,2018-04-30 20:00:00,6.8,14.6,27.3,,,
2980552,LW2,2018-04-30 20:00:00,32.8,42.6,57.9,,,
2980553,GN0,2018-04-30 20:00:00,11.9,15.1,58.7,,,
2980554,KF1,2018-04-30 20:00:00,,,,,,
2980555,CD9,2018-04-30 20:00:00,,,45.5,,,
2980556,CT3,2018-04-30 20:00:00,9.0,15.8,,,,
2980557,CT2,2018-04-30 20:00:00,,,,,,
2980558,BX9,2018-04-30 20:00:00,8.4,,,,,
2980559,BX1,2018-04-30 20:00:00,,16.0,29.6,,,
2980560,TH4,2018-04-30 20:00:00,11.6,27.5,,,,
2980561,ST5,2018-04-30 20:00:00,11.0,21.0,34.5,,,
2980562,RB7,2018-04-30 20:00:00,11.0,18.6,37.5,,,
2980563,TD5,2018-04-30 20:00:00,,,,,,
2980601,CD1,2018-04-30 21:00:00,16.2,18.5,68.7,,,
2980602,BL0,2018-04-30 21:00:00,,,,,,
2980603,GR4,2018-04-30 21:00:00,9.2,11.1,21.2,,,
2980604,MY7,2018-04-30 21:00:00,15.6,27.5,,,,
2980605,HV1,2018-04-30 21:00:00,9.9,17.7,50.4,,,
2980606,GN3,2018-04-30 21:00:00,11.1,20.1,67.7,,,
2980607,GR9,2018-04-30 21:00:00,6.4,13.0,31.3,,,
2980608,LW2,2018-04-30 21:00:00,14.2,27.4,83.1,,,
2980609,GN0,2018-04-30 21:00:00,11.5,16.1,53.3,,,
2980610,KF1,2018-04-30 21:00:00,,,,,,
2980611,CD9,2018-04-30 21:00:00,,,83.0,,,
2980612,CT3,2018-04-30 21:00:00,9.0,17.0,,,,
2980613,CT2,2018-04-30 21:00:00,,,,,,
2980614,BX9,2018-04-30 21:00:00,9.9,,,,,
2980615,BX1,2018-04-30 21:00:00,,16.4,32.5,,,
2980616,TH4,2018-04-30 21:00:00,14.5,30.8,,,,
2980617,ST5,2018-04-30 21:00:00,16.0,26.0,56.7,,,
2980618,RB7,2018-04-30 21:00:00,13.0,11.6,45.5,,,
2980619,TD5,2018-04-30 21:00:00,11.8,,,,,
2980657,CD1,2018-04-30 22:00:00,14.5,20.0,170.9,,,
2980658,BL0,2018-04-30 22:00:00,,,,,,
